ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR025951	domain	GXWXG domain
IPR025952	domain	R3H-associated N-terminal domain
IPR025954	domain	DBC1/CARP1 catalytically inactive NUDIX hydrolase domain
IPR025959	domain	Winged helix-turn helix domain
IPR025960	domain	Reverse transcriptase, N-terminal domain
IPR025963	domain	FlgD Tudor-like domain
IPR025965	domain	FlgD Ig-like domain
IPR025966	domain	Oligopeptide transport permease C-like, N-terminal domain
IPR025969	domain	Abscisic acid G-protein coupled receptor-like domain
IPR025970	domain	SusE outer membrane protein
IPR025972	domain	Beta-galactosidase, domain 3
IPR025973	domain	Cysteine-rich VLP domain
IPR025974	domain	Mif2/CENP-C cupin domain
IPR025977	domain	Nuclear condensin complex subunit 3, C-terminal domain
IPR025979	domain	ChrR-like cupin domain
IPR025980	domain	ATP-sulfurylase PUA-like domain
IPR025983	domain	Cysteine-rich CPCC domain
IPR025986	domain	RNA-polymerase II-associated protein 3-like, C-terminal domain
IPR025987	domain	GW domain
IPR025988	domain	YWFCY domain
IPR025989	domain	Virulence factor domain
IPR025991	domain	Chemoreceptor zinc-binding domain
IPR025992	domain	Haem-binding domain
IPR025994	domain	BRCA1, serine-rich domain
IPR025995	domain	RNA binding activity-knot of a chromodomain
IPR025996	domain	Tetracyclin repressor-like, C-terminal domain (WHG)
IPR025997	domain	Periplasmic binding protein
IPR025999	domain	Microspherule protein, N-terminal domain
IPR026000	domain	Anaphase-promoting complex subunit 5 domain
IPR026001	domain	Abortive infection protein-like, C-terminal domain
IPR026004	domain	Septum formation-related domain
IPR026017	domain	Lumazine-binding domain
IPR026022	domain	PhoU domain
IPR026029	domain	Muconolactone isomerase domain
IPR026337	domain	HEXXH motif domain
IPR026340	domain	Thiazole biosynthesis domain
IPR026341	domain	Gliding motility-associated, C-terminal domain
IPR026345	domain	Adhesin isopeptide-forming adherence domain
IPR026352	domain	C(7)-type cytochrome triheme domain
IPR026354	domain	Four helix bundle suffix domain
IPR026359	domain	SasC/Mrp/FmtB intercellular aggregation domain
IPR026361	domain	Extracellular matrix-binding protein Ebh domain
IPR026363	domain	CxxC-x17-CxxC domain
IPR026367	domain	FxsC C-terminal domain
IPR026370	domain	Tetrahymanol synthase
IPR026371	domain	PGF-CTERM archaeal protein-sorting signal
IPR026374	domain	PEP-CTERM protein sorting domain, cyanobacterial subclass
IPR026382	domain	RNA endonuclease, cap-snatching
IPR026392	domain	Exosortase/Archaeosortase domain
IPR026395	domain	CshA domain
IPR026400	domain	Bunyavirus nonstructural protein NSm
IPR026401	domain	CXXX repeat peptide maturase
IPR026408	domain	Natural product precursor, GG-Bacteroidales
IPR026409	domain	Firmicu-CTERM domain
IPR026422	domain	VPEID-CTERM protein sorting domain
IPR026428	domain	VPXXXP-CTERM protein sorting domain
IPR026442	domain	IPTL-CTERM protein sorting domain
IPR026444	domain	Secretion system C-terminal sorting domain
IPR026450	domain	MAST domain
IPR026452	domain	Surface glycoprotein signal peptide
IPR026453	domain	PGF-pre-PGF domain
IPR026457	domain	CSLREA domain
IPR026465	domain	Serine-rich repeat adhesion glycoprotein
IPR026466	domain	Fimbrial isopeptide formation D2 domain
IPR026467	domain	Ser/Gly rich, Cys  interspersed, C-terminal domain
IPR026470	domain	Flavivirus envelope glycoprotein E, Stem/Anchor domain
IPR026472	domain	E3 CR1-alpha-1
IPR026480	domain	Arginine N-methyltransferase 2-like domain
IPR026489	domain	CXC domain
IPR026490	domain	mRNA cap 0/1 methyltransferase
IPR026495	domain	PIP-CTERM protein sorting domain
IPR026496	domain	Putative ATP-grasp target RiPP
IPR026498	domain	Grasp-with-spasm leader A domain
IPR026533	domain	Non-canonical purine NTP phosphatase/PRRC1
IPR026541	domain	MRG domain
IPR026577	domain	Replication modulator SeqA, C-terminal DNA-binding domain
IPR026588	domain	Choice-of-anchor A domain
IPR026590	domain	Sirtuin family, catalytic core domain
IPR026595	domain	Domain of unknown function, CHP04279
IPR026679	domain	Microtubule-associated protein 10, C-terminal
IPR026805	domain	GW182, middle domain
IPR026816	domain	Flavodoxin domain
IPR026822	domain	Spp2/MOS2, G-patch domain
IPR026823	domain	Complement Clr-like EGF domain
IPR026834	domain	LHH
IPR026843	domain	Nuclease SbcCD subunit D, C-terminal domain
IPR026850	domain	FANCL C-terminal domain
IPR026854	domain	Vacuolar protein sorting-associated protein 13, N-terminal domain
IPR026859	domain	Myosin-binding domain
IPR026864	domain	SH3b2-type SH3 domain
IPR026866	domain	Protein CR006, P-loop domain
IPR026870	domain	Zinc-ribbon domain
IPR026875	domain	Phosphohydrolase-associated domain
IPR026877	domain	DXP reductoisomerase C-terminal domain
IPR026881	domain	WYL domain
IPR026885	domain	Autophagy-related protein 2, CAD motif
IPR026888	domain	Acetyl-CoA hydrolase/transferase C-terminal domain
IPR026889	domain	Transposase zinc-binding domain
IPR026890	domain	Mononegavirales mRNA-capping domain V
IPR026891	domain	Fibronectin type III-like domain
IPR026894	domain	DNAJ-containing protein, X-domain
IPR026896	domain	Transcription termination and cleavage factor, C-terminal domain
IPR026899	domain	1,3-beta-glucan synthase subunit FKS1-like, domain-1
IPR026902	domain	RnfC Barrel sandwich hybrid domain
IPR026904	domain	GidA associated domain 3
IPR026905	domain	Protein ASX-like, PHD domain
IPR026912	domain	Adenine deaminase C-terminal domain
IPR026932	domain	Myelin gene regulatory factor C-terminal domain 1
IPR026935	domain	Butirosin biosynthesis protein H, N-terminal
IPR026937	domain	Strawberry notch, helicase C domain
IPR026947	domain	Ubinuclein middle domain
IPR026954	domain	PknH-like extracellular domain
IPR026956	domain	D-serine dehydratase-like domain
IPR026960	domain	Reverse transcriptase zinc-binding domain
IPR026961	domain	PGG domain
IPR026966	domain	Neurofascin/L1/NrCAM, C-terminal domain
IPR026987	domain	WD repeat-containing protein 18, C-terminal domain
IPR026992	domain	Non-haem dioxygenase N-terminal domain
IPR027007	domain	DHR-1 domain
IPR027012	domain	Enkurin domain
IPR027051	domain	XdhC Rossmann domain
IPR027120	domain	Smc2, ATP-binding cassette domain
IPR027275	domain	PRC-barrel domain
IPR027287	domain	Flavivirus glycoprotein E, immunoglobulin-like domain
IPR027300	domain	Agouti domain
IPR027329	domain	TPX2, C-terminal
IPR027330	domain	TPX2 central domain
IPR027350	domain	Glycosyltransferase family 23 (GT23) domain
IPR027351	domain	(+) RNA virus helicase core domain
IPR027352	domain	Coronaviridae zinc-binding domain
IPR027353	domain	NET domain
IPR027354	domain	YcgL domain
IPR027355	domain	Arteriviridae zinc-binding domain
IPR027356	domain	NPH3 domain
IPR027357	domain	DHR-2 domain
IPR027358	domain	Kininogen-type cystatin domain
IPR027367	domain	YMGG-like Gly-zipper
IPR027370	domain	RING-type zinc-finger, LisH dimerisation motif
IPR027372	domain	Phytase-like domain
IPR027373	domain	Ribbon-helix-helix domain
IPR027377	domain	Zinc-binding domain
IPR027379	domain	Cardiolipin synthase N-terminal
IPR027381	domain	LytR/CpsA/Psr regulator, C-terminal domain
IPR027383	domain	Putative zinc-finger
IPR027385	domain	Outer membrane protein beta-barrel domain
IPR027391	domain	rRNA small subunit methyltransferase F, RNA-binding PUA-like domain
IPR027392	domain	Transcription factor zinc-finger
IPR027394	domain	Cytochrome-c3 hydrogenase, C-terminal
IPR027395	domain	Winged helix DNA-binding domain
IPR027398	domain	SecD export protein N-terminal TM domain
IPR027399	domain	Alcohol dehydrogenase GroES-associated
IPR027414	domain	Glycosyl hydrolase family 95, N-terminal domain
IPR027439	domain	Protective antigen, heptamerisation domain
IPR027444	domain	Histone-like protein H-NS, C-terminal domain
IPR027448	domain	Short tail fibre protein, C-terminal
IPR027450	domain	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
IPR027470	domain	Cation efflux protein, cytoplasmic domain
IPR027474	domain	L-asparaginase, N-terminal
IPR027486	domain	Ribosomal protein S10 domain
IPR027552	domain	CGP-CTERM domain
IPR027553	domain	Eight-cysteine-cluster domain
IPR027558	domain	Prepilin-type processing-associated H-X9-DG domain
IPR027560	domain	PEFG-CTERM domain
IPR027576	domain	Choice-of-anchor C domain
IPR027589	domain	Choice-of-anchor B domain
IPR027598	domain	Amphi-Trp domain
IPR027607	domain	SEC10/PgrA surface exclusion domain
IPR027625	domain	Putative 4-mercaptohistidine N1-methyltranferase, OvoA C-terminal domain
IPR027635	domain	Type 2 lantibiotic, leader peptide domain
IPR027783	domain	Bacterial Pleckstrin homology domain-related
IPR027785	domain	UvrD-like helicase C-terminal domain
IPR027787	domain	Alpha/beta-hydrolase, catalytic domain
IPR027788	domain	Alpha/beta-hydrolase, N-terminal domain
IPR027789	domain	Syndecan/Neurexin domain
IPR027791	domain	Galactosyltransferase, C-terminal
IPR027794	domain	tRNase Z endonuclease
IPR027795	domain	CASTOR,  ACT domain
IPR027797	domain	Pre-toxin TG domain
IPR027798	domain	Ubiquitin Mut7-C domain
IPR027799	domain	Replication termination factor 2, RING-finger
IPR027802	domain	Multi-ubiquitin domain
IPR027803	domain	Toxin/Nuclease, N-terminal
IPR027805	domain	Transposase, Helix-turn-helix domain
IPR027806	domain	Harbinger transposase-derived nuclease domain
IPR027811	domain	CRISPR-associated protein  Cas8a1/Csx13, Myxan subtype, C-terminal
IPR027815	domain	10TM putative phosphate transporter, cytosolic domain
IPR027817	domain	Costars domain
IPR027820	domain	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase YgdH, N-terminal
IPR027823	domain	Domain of unknown function DUF4468 with TBP-like fold
IPR027824	domain	Domain of unknown function DUF4469 with IG-like fold
IPR027826	domain	Domain of unknown function DUF4431
IPR027830	domain	Domain of unknown function DUF4524
IPR027831	domain	Domain of unknown function DUF4485
IPR027838	domain	Domain of unknown function DUF4585
IPR027841	domain	Interleukin-17 receptor C/E, N-terminal
IPR027843	domain	Domain of unknown function DUF4440
IPR027855	domain	Domain of unknown function DUF4479
IPR027859	domain	Domain of unknown function DUF4457
IPR027860	domain	Domain of unknown function DUF4429
IPR027865	domain	Domain of unknown function DUF4520
IPR027872	domain	Domain of unknown function DUF4428
IPR027876	domain	Domain of unknown function DUF4550
IPR027882	domain	Domain of unknown function DUF4482
IPR027884	domain	Domain of unknown function DUF4614
IPR027898	domain	Domain of unknown function DUF4629
IPR027899	domain	Domain of unknown function DUF4458
IPR027900	domain	Vexin domain
IPR027904	domain	Domain of unknown function DUF4587
IPR027907	domain	Domain of unknown function DUF4596
IPR027911	domain	Domain of unknown function DUF4604
IPR027914	domain	Domain of unknown function DUF4456
IPR027916	domain	Protein kinase-like domain, Apicomplexa
IPR027918	domain	Hydrolethalus syndrome protein 1, C-terminal domain
IPR027920	domain	Domain of unknown function DUF4453
IPR027923	domain	Hydrophobic seed protein domain
IPR027924	domain	Phage-like element PBSX protein, XkdF
IPR027925	domain	MCM N-terminal domain
IPR027926	domain	Uncharacterised protein YqbF domain
IPR027928	domain	Vascular endothelial growth factor, heparin-binding domain
IPR027931	domain	Domain of unknown function DUF4595 with porin-like fold
IPR027934	domain	Cellulose synthase, RING-type zinc finger
IPR027935	domain	Protein dehydration-induced 19, C-terminal
IPR027936	domain	Ephrin receptor, transmembrane domain
IPR027942	domain	Sieve element occlusion, N-terminal
IPR027944	domain	Sieve element occlusion, C-terminal
IPR027945	domain	SseB protein, C-terminal
IPR027946	domain	Oligogalacturonate lyase domain
IPR027951	domain	Domain of unknown function DUF4477
IPR027952	domain	Domain of unknown function DUF4632
IPR027953	domain	Domain of unknown function DUF4605
IPR027954	domain	Domain of unknown function DUF4430
IPR027958	domain	Domain of unknown function DUF4657
IPR027959	domain	Domain of unknown function DUF4627
IPR027970	domain	Domain of unknown function DUF4599
IPR027974	domain	Domain of unknown function DUF4470
IPR027980	domain	RACo, C-terminal
IPR027988	domain	Transcription factor  BREVIS RADIX, N-terminal domain
IPR027989	domain	Domain of unknown function DUF4461
IPR027991	domain	Domain of unknown function DUF4488
IPR027992	domain	Possible tRNA binding domain
IPR027994	domain	WxL domain
IPR027995	domain	Galactosyltransferase, N-terminal
IPR027996	domain	Domain of unknown function DUF4509
IPR028002	domain	Myb/SANT-like DNA-binding domain
IPR028005	domain	N-acetyltransferase ESCO, zinc-finger
IPR028007	domain	Domain of unknown function DUF4459
IPR028009	domain	N-acetyltransferase ESCO, acetyl-transferase domain
IPR028010	domain	Gamma-secretase-activating protein, C-terminal domain
IPR028011	domain	Domain of unknown function DUF4476
IPR028020	domain	ASX homology domain
IPR028021	domain	Katanin p80 subunit, C-terminal
IPR028026	domain	Domain of unknown function DUF4502
IPR028030	domain	Domain of unknown function DUF4592
IPR028031	domain	Domain of unknown function DUF4460
IPR028032	domain	Domain of unknown function DUF4503
IPR028033	domain	Domain of unknown function DUF4462
IPR028034	domain	CCDC81, HU domain 1
IPR028036	domain	Domain of unknown function DUF4536
IPR028044	domain	Domain of unknown function DUF4444
IPR028047	domain	Latrotoxin, C-terminal domain
IPR028048	domain	HNH/Endo VII superfamily nuclease toxins
IPR028049	domain	NTF2 fold immunity protein
IPR028051	domain	Chemotaxis phosphatase CheX-like domain
IPR028052	domain	Kinetochore assembly subunit CENP-C, N-terminal domain
IPR028053	domain	Membrane insertase YidC, N-terminal
IPR028055	domain	Membrane insertase YidC/Oxa1, C-terminal
IPR028057	domain	DrrA phosphatidylinositol 4-phosphate binding domain
IPR028060	domain	Big defensin domain
IPR028071	domain	Macro-like domain
IPR028072	domain	Domain of unknown function DUF4466
IPR028073	domain	PTHB1, N-terminal domain
IPR028074	domain	PTHB1, C-terminal domain
IPR028075	domain	Domain of unknown function with cystatin-like fold DUF4467
IPR028076	domain	Staphopain proregion
IPR028077	domain	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
IPR028078	domain	AP2-coincident, C-terminal domain
IPR028079	domain	Zc3h12a-like Ribonuclease NYN domain
IPR028080	domain	Domain of unknown function DUF4454
IPR028081	domain	Leucine-binding protein domain
IPR028083	domain	Spt6 acidic, N-terminal domain
IPR028084	domain	Folliculin-interacting protein, N-terminal domain
IPR028085	domain	Folliculin-interacting protein, middle domain
IPR028086	domain	Folliculin-interacting protein, C-terminal domain
IPR028087	domain	Putative Flp pilus-assembly TadG-like, N-terminal
IPR028088	domain	Helix-turn-helix DNA-binding domain of Spt6
IPR028089	domain	Domain of unknown function DUF4455
IPR028090	domain	JAB domain, prokaryotic
IPR028091	domain	FAM91, N-terminal domain
IPR028094	domain	Restriction of telomere capping protein 4, C-terminal
IPR028095	domain	Mso1, N-terminal domain
IPR028096	domain	EfeO-type cupredoxin-like domain
IPR028097	domain	FAM91, C-terminal domain
IPR028098	domain	Glycosyltransferase subfamily 4-like, N-terminal domain
IPR028100	domain	Domain of unknown function DUF4510
IPR028107	domain	Spatacsin, C-terminal domain
IPR028112	domain	DNA polymerase III PolC-type, N-terminal domain I
IPR028115	domain	Domain of unknown function DUF4484
IPR028116	domain	Tautomerase, cis-CaaD-like
IPR028124	domain	Small acidic protein-like domain
IPR028129	domain	Consortin, C-terminal domain
IPR028135	domain	Ubiquitin-like domain, USP-type
IPR028141	domain	Transcriptional regulator
IPR028144	domain	Cysteine-rich transmembrane CYSTM domain
IPR028146	domain	Glucosidase II beta subunit, N-terminal
IPR028149	domain	Tantalus-like
IPR028154	domain	AMP-dependent ligase, C-terminal
IPR028155	domain	RPA-interacting protein, central domain
IPR028157	domain	PELOTA RNA-binding domain
IPR028158	domain	RPA-interacting protein, N-terminal domain
IPR028159	domain	RPA-interacting protein, C-terminal domain
IPR028162	domain	Siroheme biosynthesis protein Met8, C-terminal
IPR028163	domain	HAUS augmin-like complex subunit 6, N-terminal
IPR028166	domain	Bifunctional transglycosylase second domain
IPR028167	domain	Hermansky-Pudlak syndrome 3, central region
IPR028168	domain	KASH5-like coiled-coil domain
IPR028171	domain	Codanin-1, C-terminal domain
IPR028174	domain	Fibroblast growth factor receptor 1, catalytic domain
IPR028182	domain	BMP-2-inducible protein kinase, C-terminal
IPR028187	domain	STAT6, C-terminal
IPR028189	domain	Nitrate reductase, alpha subunit, N-terminal
IPR028190	domain	Novel toxin 21
IPR028191	domain	WASH complex subunit 7, N-terminal
IPR028199	domain	Mucin, catalytic, TM and cytoplasmic tail domain
IPR028202	domain	Reductase, C-terminal
IPR028203	domain	Photosynthesis system II assembly factor Ycf48/Hcf136-like domain
IPR028204	domain	Tricorn protease C1 domain
IPR028207	domain	DNA polymerase beta, palm domain
IPR028217	domain	Ribosome-assembly protein 3, C-terminal
IPR028230	domain	Trimeric autotransporter adhesin, tryptophan-ring motif
IPR028231	domain	Transcription elongation factor Spt6, YqgF domain
IPR028235	domain	Dynein assembly factor 3, C-terminal domain
IPR028238	domain	Bacterial toxin 46
IPR028243	domain	Paramyxovirus structural protein P/V, N-terminal domain
IPR028244	domain	Putative type VI secretion system, Rhs element associated Vgr domain
IPR028250	domain	Thiol:disulfide interchange protein DsbD, N-terminal domain
IPR028258	domain	Exocyst complex component Sec3, PIP2-binding N-terminal domain
IPR028259	domain	AP2-like integrase, N-terminal domain
IPR028261	domain	Dihydroprymidine dehydrogenase domain II
IPR028263	domain	Flagellar motor switch protein FliG, N-terminal domain
IPR028267	domain	Rapamycin-insensitive companion of mTOR, N-terminal domain
IPR028269	domain	AP-4 complex subunit epsilon-1, C-terminal
IPR028274	domain	TerY-C metal binding domain
IPR028275	domain	Clustered mitochondria protein, N-terminal
IPR028277	domain	Lsm, C-terminal
IPR028281	domain	Siroheme synthase, central domain
IPR028282	domain	WASH complex subunit 7, central domain
IPR028283	domain	WASH complex subunit 7, C-terminal
IPR028374	domain	FadR, C-terminal domain
IPR028564	domain	tRNA methyltransferase TRM10-type domain
IPR028565	domain	Mu homology domain
IPR028881	domain	PAN2 domain
IPR028889	domain	Ubiquitin specific protease domain
IPR028890	domain	Ubiquitin-specific peptidase-like, SUMO isopeptidase
IPR028894	domain	Reductive dehalogenase domain
IPR028898	domain	Tox-WTIP domain
IPR028899	domain	Tox-URI2 domain
IPR028900	domain	Tox-SHH domain
IPR028901	domain	Tox-SGS domain
IPR028902	domain	Tox-REase-9 domain
IPR028903	domain	Tox-REase-7 domain
IPR028904	domain	Tox-REase-5 domain
IPR028905	domain	Tox-REase-3 domain
IPR028906	domain	Tox-REase-2 domain
IPR028907	domain	Tox-PLDMTX domain
IPR028908	domain	Tox-PL domain
IPR028910	domain	Tox-PL-2 domain
IPR028911	domain	Tox-MPTase5 domain
IPR028912	domain	Tox-MPTase4 domain
IPR028913	domain	Tox-MPTase3 domain
IPR028914	domain	Tox-MPTase2 domain
IPR028915	domain	Tox-HNH-HHH domain
IPR028916	domain	Tox-GHH domain
IPR028917	domain	Tox-GHH2 domain
IPR028918	domain	Tox-ART-HYE1 domain
IPR028920	domain	Tox-ART-HYD1 domain
IPR028921	domain	NTF2 fold domain
IPR028923	domain	SAICAR synthetase/ADE2, N-terminal
IPR028924	domain	Permuted single zf-CXXC unit
IPR028925	domain	Demeter, RRM-fold domain
IPR028926	domain	CEP76, C2 domain
IPR028928	domain	CC2D2A, N-terminal, C2 domain
IPR028929	domain	Mif2/cnp3, N-terminal
IPR028931	domain	CENP-C, middle DNMT3B-binding domain
IPR028932	domain	TerB-C domain
IPR028933	domain	Lebercilin domain
IPR028939	domain	Pyrroline-5-carboxylate reductase, catalytic, N-terminal
IPR028941	domain	WHIM2 domain
IPR028942	domain	WHIM1 domain
IPR028943	domain	EH signature domain
IPR028946	domain	Bacterial toxin 44
IPR028947	domain	Bacterial toxin 34
IPR028948	domain	Bacterial toxin 28
IPR028949	domain	Novel toxin 15
IPR028950	domain	Immunity protein 71
IPR028952	domain	Immunity protein 63
IPR028966	domain	Immunity protein 72
IPR028969	domain	Immunity protein 52
IPR028972	domain	Kinetochore protein Spc7, C-terminal domain
IPR028973	domain	PhnB-like
IPR028986	domain	AF2331-like domain
IPR028989	domain	Ribosome maturation factor RimP, N-terminal
IPR028991	domain	D-lysine 5,6-aminomutase beta subunit KamE, N-terminal
IPR028992	domain	Hedgehog/Intein (Hint) domain
IPR028993	domain	RecG, N-terminal antiparallel four helix bundle
IPR028998	domain	Ribosome maturation factor RimP, C-terminal
IPR028999	domain	Haemocyanin beta-sandwich  domain
IPR029002	domain	Phospholipase C/D
IPR029004	domain	Ribosomal L28e/Mak16
IPR029010	domain	ThuA-like domain
IPR029019	domain	Beta-hexosaminidase, eukaryotic type, N-terminal
IPR029023	domain	Tensin-type phosphatase domain
IPR029036	domain	Pyrroline-5-carboxylate reductase, dimerisation domain
IPR029051	domain	Domain of unknown function DUF4352
IPR029054	domain	dUTPase-like
IPR029059	domain	Alpha/beta hydrolase fold-5
IPR029065	domain	Enolase C-terminal domain-like
IPR029077	domain	Immunity protein 45
IPR029079	domain	Immunity protein 43
IPR029080	domain	Immunity protein 40
IPR029082	domain	Immunity protein 35
IPR029084	domain	Immunity protein 30
IPR029085	domain	Immunity protein 25
IPR029088	domain	Immunity protein 12
IPR029091	domain	Chromatin assembly factor 1 subunit A, N-terminal
IPR029095	domain	NarX-like, N-terminal
IPR029097	domain	Bacterial toxin 8
IPR029098	domain	UDP N-acetylglucosamine O-acyltransferase, C-terminal
IPR029099	domain	Ribose-phosphate pyrophosphokinase, N-terminal domain
IPR029100	domain	Bacterial toxin 50
IPR029101	domain	Sigma factor regulator, N-terminal
IPR029102	domain	Bacterial toxin 4
IPR029103	domain	Bacterial toxin 47
IPR029104	domain	Retro-transcribing virus envelope glycoprotein
IPR029105	domain	Chromatin assembly factor 1 subunit A, C-terminal
IPR029106	domain	Bacterial toxin 43
IPR029107	domain	Bacterial toxin 3
IPR029108	domain	Bacterial toxin 37
IPR029109	domain	Bacterial toxin 35
IPR029110	domain	Bacterial toxin 33
IPR029111	domain	Bacterial toxin 30
IPR029112	domain	Bacterial toxin 27
IPR029113	domain	Bacterial toxin 25
IPR029114	domain	Bacterial toxin 24
IPR029115	domain	Bacterial toxin 23
IPR029116	domain	Bacterial toxin 22
IPR029117	domain	Novel toxin 17
IPR029118	domain	Novel toxin 16
IPR029119	domain	MutY, C-terminal
IPR029120	domain	Novel toxin 14
IPR029121	domain	Novel toxin 11
IPR029122	domain	Novel toxin 10
IPR029123	domain	Splicing factor RBM39, linker
IPR029124	domain	RNA-directed RNA polymerase L, N-terminal
IPR029125	domain	TBP-interacting protein, N-terminal
IPR029126	domain	Restriction endonuclease BpuSI, N-terminal domain
IPR029127	domain	MvaI/BcnI restriction endonuclease
IPR029129	domain	Chromatin assembly factor 1 subunit B, C-terminal domain
IPR029130	domain	Acid ceramidase, N-terminal
IPR029132	domain	Choloylglycine hydrolase/NAAA C-terminal
IPR029135	domain	Protein phosphatase 1 regulatory subunit 35, C-terminal
IPR029137	domain	Putative RNase-like toxin, toxin1
IPR029139	domain	NADPH-dependent 7-cyano-7-deazaguanine reductase, N-terminal
IPR029140	domain	Fimbrial subunit protein, C-terminal
IPR029141	domain	Major fimbrial subunit protein, N-terminal
IPR029144	domain	Threonine synthase, N-terminal
IPR029145	domain	Neuroblastoma-amplified sequence, N-terminal
IPR029148	domain	FACT complex subunit Spt16, N-terminal lobe domain
IPR029150	domain	Double Cache domain 3
IPR029153	domain	Chondroitin proteoglycan 4
IPR029154	domain	3-hydroxyisobutyrate dehydrogenase, NAD-binding domain
IPR029155	domain	SIPAR domain
IPR029157	domain	Centrosomal CEP44 domain
IPR029174	domain	Domain of unknown function DUF4637
IPR029178	domain	Extracellular mutant protein 11, C-terminal
IPR029184	domain	Something about silencing protein 4 domain
IPR029188	domain	Ribosomal RNA-processing protein 14, N-terminal
IPR029190	domain	Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain
IPR029191	domain	Up-regulated during septation protein 1
IPR029197	domain	Cytoskeleton-associated protein 2, C-terminal
IPR029198	domain	AJAP1/PANP, C-terminal
IPR029205	domain	Aftiphilin, clathrin-binding box
IPR029209	domain	DML1/Misato, tubulin domain
IPR029210	domain	Plasmodium falciparum erythrocyte membrane protein-1, N-terminal segment
IPR029211	domain	Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment
IPR029212	domain	Rho guanine nucleotide exchange factor 5/35, N-terminal
IPR029215	domain	High mobility group box domain 5
IPR029217	domain	Sporulation-specific protein 71, N-terminal domain
IPR029218	domain	Penicillin-binding protein Tp47, domain C
IPR029221	domain	Penicillin-binding protein Tp47 domain A
IPR029225	domain	Nse4/EID protein, Nse3/MAGE-binding domain
IPR029226	domain	Ecp2 effector protein
IPR029227	domain	Plant antimicrobial peptide
IPR029228	domain	Alkyl sulfatase dimerisation domain
IPR029229	domain	Alkyl sulfatase, C-terminal
IPR029240	domain	MMS19, N-terminal
IPR029244	domain	FAM69, N-terminal
IPR029249	domain	Rotatin, N-terminal
IPR029256	domain	Helicase-associated putative binding domain
IPR029257	domain	Rab3GAP regulatory subunit, C-terminal
IPR029260	domain	Dual specificity/tyrosine protein phosphatase, N-terminal
IPR029261	domain	Transposase IS204/IS1001/IS1096/IS1165, zinc-finger
IPR029262	domain	DNA-directed RNA polymerase, N-terminal
IPR029263	domain	Respiratory nitrate reductase beta, C-terminal
IPR029264	domain	ARF7 effector protein, C-terminal
IPR029267	domain	FAM212 domain
IPR029269	domain	Putative treble-clef, zinc-finger domain
IPR029275	domain	Trimeric autotransporter adhesin, putative GIN domain
IPR029276	domain	Plasminogen-binding protein  PgbA, N-terminal
IPR029277	domain	Single domain Von Willebrand factor type C domain
IPR029279	domain	FLYWCH-type zinc finger-containing protein, N-terminal
IPR029281	domain	FAM194, C-terminal
IPR029283	domain	Calcium-dependent cell adhesion molecule 1, membrane-binding domain
IPR029287	domain	Retinoic acid early-inducible protein 1
IPR029291	domain	DNA binding protein Tfx, C-terminal
IPR029294	domain	Helically-extended SH3 domain
IPR029295	domain	Snf2, ATP coupling domain
IPR029298	domain	RFX5, C-terminal
IPR029299	domain	ALMS motif
IPR029300	domain	CEP170, C-terminal
IPR029303	domain	Polysaccharide biosynthesis protein, C-terminal domain
IPR029304	domain	A-kinase anchor protein 2, C-terminal domain
IPR029305	domain	FANCI solenoid 1 cap
IPR029306	domain	E3 ubiquitin-protein ligase Arkadia, N-terminal
IPR029307	domain	INTS6/SAGE1/DDX26B/CT45, C-terminal
IPR029308	domain	FANCI solenoid 1 domain
IPR029310	domain	FANCI helical domain 1
IPR029311	domain	Coiled-coil domain-containing protein 50,  N-terminal
IPR029312	domain	FANCI helical domain 2
IPR029313	domain	FANCI solenoid 3 domain
IPR029314	domain	FANCI solenoid 4 domain
IPR029315	domain	FANCI solenoid 2 domain
IPR029316	domain	Regulatory factor X-associated protein, RFXANK-binding domain
IPR029318	domain	Beclin-1, BH3 domain
IPR029319	domain	DNA ligase, OB-like domain
IPR029320	domain	Acyl-coenzyme A oxidase, N-terminal
IPR029322	domain	Domain of unknown function DUF4474
IPR029323	domain	Equine arteritis virus, non-structural protein 1
IPR029324	domain	Mitochondrial apoptosis-inducing factor, C-terminal domain
IPR029325	domain	ITPR-interacting domain
IPR029326	domain	Sperm-specific antigen 2, C-terminal
IPR029328	domain	Spindle pole component Bbp1, N-terminal
IPR029329	domain	Domain of unknown function DUF4472
IPR029330	domain	Spindle pole body component Bbp1, C-terminal
IPR029332	domain	PEHE domain
IPR029333	domain	Ciliary BBSome complex subunit 2, C-terminal domain
IPR029334	domain	Protein phosphatase 1 binding domain
IPR029341	domain	FAM21/CAPZIP domain
IPR029342	domain	ECSIT, C-terminal domain
IPR029344	domain	Histone RNA hairpin-binding protein, RNA-binding domain
IPR029345	domain	Maltose transport system permease protein MalF, P2 domain
IPR029346	domain	Ubiquitin carboxyl-terminal hydrolase, C-terminal
IPR029347	domain	Raptor, N-terminal CASPase-like domain
IPR029348	domain	Nucleotidyltransferase-like domain
IPR029349	domain	Domain of unknown function DUF4443
IPR029351	domain	GAD domain
